,Plot_ID,Buildings_in_Community,Types_Community,Area_Community,Community_PV_Size,Bldg_share_in_community,Community_Meters,Bldg_share_in_meters_community,Num_EGIDs,Num_Occupants,Demand_Year_MWh,Community_PV_Subsidy
Z1204_Z1080_Z1210_Z1214_Z1355,463,"['Z1204', 'Z1080', 'Z1210', 'Z1214', 'Z1355']","['Commercial', 'Residential', 'Residential', 'Commercial', 'Residential']",1104.573358,181,"[0.09392265193370165, 0.47513812154696133, 0.16022099447513813, 0.10497237569060773, 0.16574585635359115]",155,"[0.0064516129032258064, 0.2645161290322581, 0.1032258064516129, 0.0064516129032258064, 0.6193548387096774]",7,435,606.368,55700
Z1204_Z1080_Z1210_Z1214,463,"['Z1204', 'Z1080', 'Z1210', 'Z1214']","['Commercial', 'Residential', 'Residential', 'Commercial']",919.8339909,151,"[0.11258278145695365, 0.5695364238410596, 0.19205298013245034, 0.12582781456953643]",59,"[0.01694915254237288, 0.6949152542372882, 0.2711864406779661, 0.01694915254237288]",5,224,277.44,46700
Z1204_Z1080_Z1210_Z1355,463,"['Z1204', 'Z1080', 'Z1210', 'Z1355']","['Commercial', 'Residential', 'Residential', 'Residential']",987.4382672,162,"[0.10493827160493827, 0.5308641975308642, 0.17901234567901234, 0.18518518518518517]",154,"[0.006493506493506494, 0.2662337662337662, 0.1038961038961039, 0.6233766233766234]",6,382,593.338,50000
Z1204_Z1080_Z1214_Z1355,463,"['Z1204', 'Z1080', 'Z1214', 'Z1355']","['Commercial', 'Residential', 'Commercial', 'Residential']",924.7584017,152,"[0.1118421052631579, 0.5657894736842105, 0.125, 0.19736842105263158]",139,"[0.007194244604316547, 0.2949640287769784, 0.007194244604316547, 0.6906474820143885]",5,402,543.719,47000
Z1204_Z1210_Z1214_Z1355,463,"['Z1204', 'Z1210', 'Z1214', 'Z1355']","['Commercial', 'Residential', 'Commercial', 'Residential']",585.5557502,95,"[0.17894736842105263, 0.30526315789473685, 0.2, 0.3157894736842105]",114,"[0.008771929824561403, 0.14035087719298245, 0.008771929824561403, 0.8421052631578947]",6,344,416.208,33900
Z1204_Z1080_Z1210,463,"['Z1204', 'Z1080', 'Z1210']","['Commercial', 'Residential', 'Residential']",802.6989006,132,"[0.12878787878787878, 0.6515151515151515, 0.2196969696969697]",58,"[0.017241379310344827, 0.7068965517241379, 0.27586206896551724]",4,171,264.41,41000
Z1204_Z1080_Z1214,463,"['Z1204', 'Z1080', 'Z1214']","['Commercial', 'Residential', 'Commercial']",740.0190351,122,"[0.13934426229508196, 0.7049180327868853, 0.1557377049180328]",43,"[0.023255813953488372, 0.9534883720930233, 0.023255813953488372]",3,191,214.791,38000
Z1204_Z1080_Z1355,463,"['Z1204', 'Z1080', 'Z1355']","['Commercial', 'Residential', 'Residential']",807.6233113,133,"[0.12781954887218044, 0.6466165413533834, 0.22556390977443608]",138,"[0.007246376811594203, 0.2971014492753623, 0.6956521739130435]",4,349,530.689,41300
Z1204_Z1210_Z1214,463,"['Z1204', 'Z1210', 'Z1214']","['Commercial', 'Residential', 'Commercial']",400.8163836,65,"[0.26153846153846155, 0.4461538461538462, 0.2923076923076923]",18,"[0.05555555555555555, 0.8888888888888888, 0.05555555555555555]",4,133,87.28,23700
Z1204_Z1210_Z1355,463,"['Z1204', 'Z1210', 'Z1355']","['Commercial', 'Residential', 'Residential']",468.4206598,76,"[0.2236842105263158, 0.3815789473684211, 0.39473684210526316]",113,"[0.008849557522123894, 0.1415929203539823, 0.8495575221238938]",5,291,403.178,27440
Z1204_Z1214_Z1355,463,"['Z1204', 'Z1214', 'Z1355']","['Commercial', 'Commercial', 'Residential']",405.7407943,66,"[0.25757575757575757, 0.2878787878787879, 0.45454545454545453]",98,"[0.01020408163265306, 0.01020408163265306, 0.9795918367346939]",4,311,353.559,24040
Z1204_Z1080,463,"['Z1204', 'Z1080']","['Commercial', 'Residential']",622.8839447,103,"[0.1650485436893204, 0.8349514563106796]",42,"[0.023809523809523808, 0.9761904761904762]",2,138,201.761,32300
Z1204_Z1210,463,"['Z1204', 'Z1210']","['Commercial', 'Residential']",283.6812932,46,"[0.3695652173913043, 0.6304347826086957]",17,"[0.058823529411764705, 0.9411764705882353]",3,80,74.25,17240
Z1204_Z1214,463,"['Z1204', 'Z1214']","['Commercial', 'Commercial']",221.0014277,36,"[0.4722222222222222, 0.5277777777777778]",2,"[0.5, 0.5]",2,100,24.631,13840
Z1204_Z1355,463,"['Z1204', 'Z1355']","['Commercial', 'Residential']",288.605704,47,"[0.3617021276595745, 0.6382978723404256]",97,"[0.010309278350515464, 0.9896907216494846]",3,258,340.529,17580
Z1206_Z1210_Z1355,463,"['Z1206', 'Z1210', 'Z1355']","['Commercial', 'Residential', 'Residential']",970.3534805,159,"[0.6289308176100629, 0.18238993710691823, 0.18867924528301888]",117,"[0.042735042735042736, 0.13675213675213677, 0.8205128205128205]",9,309,533.168,49100
Z1206_Z1210,463,"['Z1206', 'Z1210']","['Commercial', 'Residential']",785.6141138,129,"[0.7751937984496124, 0.2248062015503876]",21,"[0.23809523809523808, 0.7619047619047619]",7,98,204.24,40100
Z1206_Z1355,463,"['Z1206', 'Z1355']","['Commercial', 'Residential']",790.5385246,130,"[0.7692307692307693, 0.23076923076923078]",101,"[0.04950495049504951, 0.9504950495049505]",7,276,470.519,40400
Z1210_Z1204_Z1206_Z1214_Z1355,463,"['Z1210', 'Z1204', 'Z1206', 'Z1214', 'Z1355']","['Residential', 'Commercial', 'Commercial', 'Commercial', 'Residential']",1191.354908,195,"[0.14871794871794872, 0.08717948717948718, 0.5128205128205128, 0.09743589743589744, 0.15384615384615385]",119,"[0.13445378151260504, 0.008403361344537815, 0.04201680672268908, 0.008403361344537815, 0.8067226890756303]",11,409,557.799,59900
Z1210_Z1204_Z1206_Z1214,463,"['Z1210', 'Z1204', 'Z1206', 'Z1214']","['Residential', 'Commercial', 'Commercial', 'Commercial']",1006.615542,165,"[0.17575757575757575, 0.10303030303030303, 0.6060606060606061, 0.11515151515151516]",23,"[0.6956521739130435, 0.043478260869565216, 0.21739130434782608, 0.043478260869565216]",9,198,228.871,50900
Z1210_Z1204_Z1206_Z1355,463,"['Z1210', 'Z1204', 'Z1206', 'Z1355']","['Residential', 'Commercial', 'Commercial', 'Residential']",1074.219818,176,"[0.16477272727272727, 0.09659090909090909, 0.5681818181818182, 0.17045454545454544]",118,"[0.13559322033898305, 0.00847457627118644, 0.0423728813559322, 0.8135593220338984]",10,356,544.769,54200
Z1210_Z1204_Z1214_Z1355,463,"['Z1210', 'Z1204', 'Z1214', 'Z1355']","['Residential', 'Commercial', 'Commercial', 'Residential']",585.5557502,95,"[0.30526315789473685, 0.17894736842105263, 0.2, 0.3157894736842105]",114,"[0.14035087719298245, 0.008771929824561403, 0.008771929824561403, 0.8421052631578947]",6,344,416.208,33900
Z1210_Z1206_Z1214_Z1355,463,"['Z1210', 'Z1206', 'Z1214', 'Z1355']","['Residential', 'Commercial', 'Commercial', 'Residential']",1087.488571,178,"[0.16292134831460675, 0.5617977528089888, 0.10674157303370786, 0.16853932584269662]",118,"[0.13559322033898305, 0.0423728813559322, 0.00847457627118644, 0.8135593220338984]",10,362,546.198,54800
Z1210_Z1204_Z1206,463,"['Z1210', 'Z1204', 'Z1206']","['Residential', 'Commercial', 'Commercial']",889.4804512,146,"[0.19863013698630136, 0.11643835616438356, 0.684931506849315]",22,"[0.7272727272727273, 0.045454545454545456, 0.22727272727272727]",8,145,215.841,45200
Z1210_Z1204_Z1214,463,"['Z1210', 'Z1204', 'Z1214']","['Residential', 'Commercial', 'Commercial']",400.8163836,65,"[0.4461538461538462, 0.26153846153846155, 0.2923076923076923]",18,"[0.8888888888888888, 0.05555555555555555, 0.05555555555555555]",4,133,87.28,23700
Z1210_Z1204_Z1355,463,"['Z1210', 'Z1204', 'Z1355']","['Residential', 'Commercial', 'Residential']",468.4206598,76,"[0.3815789473684211, 0.2236842105263158, 0.39473684210526316]",113,"[0.1415929203539823, 0.008849557522123894, 0.8495575221238938]",5,291,403.178,27440
Z1210_Z1206_Z1214,463,"['Z1210', 'Z1206', 'Z1214']","['Residential', 'Commercial', 'Commercial']",902.7492042,148,"[0.19594594594594594, 0.6756756756756757, 0.12837837837837837]",22,"[0.7272727272727273, 0.22727272727272727, 0.045454545454545456]",8,151,217.27,45800
Z1210_Z1206_Z1355,463,"['Z1210', 'Z1206', 'Z1355']","['Residential', 'Commercial', 'Residential']",970.3534805,159,"[0.18238993710691823, 0.6289308176100629, 0.18867924528301888]",117,"[0.13675213675213677, 0.042735042735042736, 0.8205128205128205]",9,309,533.168,49100
Z1210_Z1214_Z1355,463,"['Z1210', 'Z1214', 'Z1355']","['Residential', 'Commercial', 'Residential']",481.6894129,78,"[0.3717948717948718, 0.24358974358974358, 0.38461538461538464]",113,"[0.1415929203539823, 0.008849557522123894, 0.8495575221238938]",5,297,404.607,28120
Z1210_Z1204,463,"['Z1210', 'Z1204']","['Residential', 'Commercial']",283.6812932,46,"[0.6304347826086957, 0.3695652173913043]",17,"[0.9411764705882353, 0.058823529411764705]",3,80,74.25,17240
Z1210_Z1206,463,"['Z1210', 'Z1206']","['Residential', 'Commercial']",785.6141138,129,"[0.2248062015503876, 0.7751937984496124]",21,"[0.7619047619047619, 0.23809523809523808]",7,98,204.24,40100
Z1210_Z1214,463,"['Z1210', 'Z1214']","['Residential', 'Commercial']",296.9500463,48,"[0.6041666666666666, 0.3958333333333333]",17,"[0.9411764705882353, 0.058823529411764705]",3,86,75.679,17920
Z1210_Z1355,463,"['Z1210', 'Z1355']","['Residential', 'Residential']",364.5543225,59,"[0.4915254237288136, 0.5084745762711864]",112,"[0.14285714285714285, 0.8571428571428571]",4,244,391.577,21660
Z1214_Z1080_Z1204_Z1210_Z1360,463,"['Z1214', 'Z1080', 'Z1204', 'Z1210', 'Z1360']","['Commercial', 'Residential', 'Commercial', 'Residential', 'Residential']",1011.78804,166,"[0.1144578313253012, 0.5180722891566265, 0.10240963855421686, 0.1746987951807229, 0.09036144578313253]",66,"[0.015151515151515152, 0.6212121212121212, 0.015151515151515152, 0.24242424242424243, 0.10606060606060606]",6,238,306.338,51200
Z1214_Z1080_Z1204_Z1210,463,"['Z1214', 'Z1080', 'Z1204', 'Z1210']","['Commercial', 'Residential', 'Commercial', 'Residential']",919.8339909,151,"[0.12582781456953643, 0.5695364238410596, 0.11258278145695365, 0.19205298013245034]",59,"[0.01694915254237288, 0.6949152542372882, 0.01694915254237288, 0.2711864406779661]",5,224,277.44,46700
Z1214_Z1080_Z1204_Z1360,463,"['Z1214', 'Z1080', 'Z1204', 'Z1360']","['Commercial', 'Residential', 'Commercial', 'Residential']",831.9730844,137,"[0.1386861313868613, 0.6277372262773723, 0.12408759124087591, 0.10948905109489052]",50,"[0.02, 0.82, 0.02, 0.14]",4,205,243.689,42500
Z1214_Z1080_Z1210_Z1360,463,"['Z1214', 'Z1080', 'Z1210', 'Z1360']","['Commercial', 'Residential', 'Residential', 'Residential']",907.9217029,149,"[0.12751677852348994, 0.5771812080536913, 0.19463087248322147, 0.10067114093959731]",65,"[0.015384615384615385, 0.6307692307692307, 0.24615384615384617, 0.1076923076923077]",5,191,294.737,46100
Z1214_Z1204_Z1210_Z1360,463,"['Z1214', 'Z1204', 'Z1210', 'Z1360']","['Commercial', 'Commercial', 'Residential', 'Residential']",492.7704329,80,"[0.2375, 0.2125, 0.3625, 0.1875]",25,"[0.04, 0.04, 0.64, 0.28]",5,147,116.178,28800
Z1214_Z1080_Z1204,463,"['Z1214', 'Z1080', 'Z1204']","['Commercial', 'Residential', 'Commercial']",740.0190351,122,"[0.1557377049180328, 0.7049180327868853, 0.13934426229508196]",43,"[0.023255813953488372, 0.9534883720930233, 0.023255813953488372]",3,191,214.791,38000
Z1214_Z1080_Z1210,463,"['Z1214', 'Z1080', 'Z1210']","['Commercial', 'Residential', 'Residential']",815.9676536,134,"[0.1417910447761194, 0.6417910447761194, 0.21641791044776118]",58,"[0.017241379310344827, 0.7068965517241379, 0.27586206896551724]",4,177,265.839,41600
Z1214_Z1080_Z1360,463,"['Z1214', 'Z1080', 'Z1360']","['Commercial', 'Residential', 'Residential']",728.106747,120,"[0.15833333333333333, 0.7166666666666667, 0.125]",49,"[0.02040816326530612, 0.8367346938775511, 0.14285714285714285]",3,158,232.088,37400
Z1214_Z1204_Z1210,463,"['Z1214', 'Z1204', 'Z1210']","['Commercial', 'Commercial', 'Residential']",400.8163836,65,"[0.2923076923076923, 0.26153846153846155, 0.4461538461538462]",18,"[0.05555555555555555, 0.05555555555555555, 0.8888888888888888]",4,133,87.28,23700
Z1214_Z1204_Z1360,463,"['Z1214', 'Z1204', 'Z1360']","['Commercial', 'Commercial', 'Residential']",312.955477,51,"[0.37254901960784315, 0.3333333333333333, 0.29411764705882354]",9,"[0.1111111111111111, 0.1111111111111111, 0.7777777777777778]",3,114,53.529,18940
Z1214_Z1210_Z1360,463,"['Z1214', 'Z1210', 'Z1360']","['Commercial', 'Residential', 'Residential']",388.9040956,63,"[0.30158730158730157, 0.4603174603174603, 0.23809523809523808]",24,"[0.041666666666666664, 0.6666666666666666, 0.2916666666666667]",4,100,104.577,23020
Z1214_Z1080,463,"['Z1214', 'Z1080']","['Commercial', 'Residential']",636.1526977,105,"[0.18095238095238095, 0.819047619047619]",42,"[0.023809523809523808, 0.9761904761904762]",2,144,203.19,32900
Z1214_Z1204,463,"['Z1214', 'Z1204']","['Commercial', 'Commercial']",221.0014277,36,"[0.5277777777777778, 0.4722222222222222]",2,"[0.5, 0.5]",2,100,24.631,13840
Z1214_Z1210,463,"['Z1214', 'Z1210']","['Commercial', 'Residential']",296.9500463,48,"[0.3958333333333333, 0.6041666666666666]",17,"[0.058823529411764705, 0.9411764705882353]",3,86,75.679,17920
Z1214_Z1360,463,"['Z1214', 'Z1360']","['Commercial', 'Residential']",209.0891397,34,"[0.5588235294117647, 0.4411764705882353]",8,"[0.125, 0.875]",2,67,41.928,13160
Z1223_Z1080_Z1204_Z1206_Z1210,463,"['Z1223', 'Z1080', 'Z1204', 'Z1206', 'Z1210']","['Residential', 'Residential', 'Commercial', 'Commercial', 'Residential']",3492.573055,579,"[0.5993091537132987, 0.14853195164075994, 0.02936096718480138, 0.17271157167530224, 0.05008635578583765]",278,"[0.7733812949640287, 0.1474820143884892, 0.0035971223021582736, 0.017985611510791366, 0.05755395683453238]",14,705,1387.538,175100
Z1223_Z1080_Z1204_Z1206,463,"['Z1223', 'Z1080', 'Z1204', 'Z1206']","['Residential', 'Residential', 'Commercial', 'Commercial']",3312.758099,550,"[0.6309090909090909, 0.15636363636363637, 0.03090909090909091, 0.18181818181818182]",262,"[0.8206106870229007, 0.15648854961832062, 0.003816793893129771, 0.019083969465648856]",12,672,1324.889,166400
Z1223_Z1080_Z1204_Z1210,463,"['Z1223', 'Z1080', 'Z1204', 'Z1210']","['Residential', 'Residential', 'Commercial', 'Residential']",2886.773897,479,"[0.7244258872651357, 0.17954070981210857, 0.03549060542797495, 0.060542797494780795]",273,"[0.7875457875457875, 0.15018315018315018, 0.003663003663003663, 0.05860805860805861]",9,640,1245.947,145100
Z1223_Z1080_Z1206_Z1210,463,"['Z1223', 'Z1080', 'Z1206', 'Z1210']","['Residential', 'Residential', 'Commercial', 'Residential']",3388.706718,562,"[0.6174377224199288, 0.15302491103202848, 0.17793594306049823, 0.051601423487544484]",277,"[0.776173285198556, 0.148014440433213, 0.018050541516245487, 0.05776173285198556]",13,658,1375.937,170000
Z1223_Z1204_Z1206_Z1210,463,"['Z1223', 'Z1204', 'Z1206', 'Z1210']","['Residential', 'Commercial', 'Commercial', 'Residential']",2973.555448,493,"[0.7038539553752535, 0.034482758620689655, 0.2028397565922921, 0.058823529411764705]",237,"[0.9071729957805907, 0.004219409282700422, 0.02109704641350211, 0.06751054852320675]",13,614,1197.378,149300
Z1223_Z1080_Z1204,463,"['Z1223', 'Z1080', 'Z1204']","['Residential', 'Residential', 'Commercial']",2706.958942,450,"[0.7711111111111111, 0.19111111111111112, 0.03777777777777778]",257,"[0.8365758754863813, 0.15953307392996108, 0.0038910505836575876]",7,607,1183.298,136400
Z1223_Z1080_Z1206,463,"['Z1223', 'Z1080', 'Z1206']","['Residential', 'Residential', 'Commercial']",3208.891762,533,"[0.651031894934334, 0.16135084427767354, 0.18761726078799248]",261,"[0.8237547892720306, 0.15708812260536398, 0.019157088122605363]",11,625,1313.288,161300
Z1223_Z1080_Z1210,463,"['Z1223', 'Z1080', 'Z1210']","['Residential', 'Residential', 'Residential']",2782.90756,462,"[0.7510822510822511, 0.18614718614718614, 0.06277056277056277]",272,"[0.7904411764705882, 0.15073529411764705, 0.058823529411764705]",8,593,1234.346,140000
Z1223_Z1204_Z1206,463,"['Z1223', 'Z1204', 'Z1206']","['Residential', 'Commercial', 'Commercial']",2793.740492,464,"[0.7478448275862069, 0.036637931034482756, 0.21551724137931033]",221,"[0.9728506787330317, 0.004524886877828055, 0.02262443438914027]",11,581,1134.729,140600
Z1223_Z1204_Z1210,463,"['Z1223', 'Z1204', 'Z1210']","['Residential', 'Commercial', 'Residential']",2367.75629,393,"[0.8829516539440203, 0.043256997455470736, 0.0737913486005089]",232,"[0.9267241379310345, 0.004310344827586207, 0.06896551724137931]",8,549,1055.787,119300
Z1223_Z1206_Z1210,463,"['Z1223', 'Z1206', 'Z1210']","['Residential', 'Commercial', 'Residential']",2869.689111,476,"[0.7289915966386554, 0.21008403361344538, 0.06092436974789916]",236,"[0.9110169491525424, 0.0211864406779661, 0.06779661016949153]",12,567,1185.777,144200
Z1223_Z1080,463,"['Z1223', 'Z1080']","['Residential', 'Residential']",2603.092604,433,"[0.8013856812933026, 0.19861431870669746]",256,"[0.83984375, 0.16015625]",6,560,1171.697,131300
Z1223_Z1204,463,"['Z1223', 'Z1204']","['Residential', 'Commercial']",2187.941334,364,"[0.9532967032967034, 0.046703296703296704]",216,"[0.9953703703703703, 0.004629629629629629]",6,516,993.138,110600
Z1223_Z1206,463,"['Z1223', 'Z1206']","['Residential', 'Commercial']",2689.874155,447,"[0.7762863534675615, 0.22371364653243847]",220,"[0.9772727272727273, 0.022727272727272728]",10,534,1123.128,135500
Z1223_Z1210,463,"['Z1223', 'Z1210']","['Residential', 'Residential']",2263.889953,376,"[0.9228723404255319, 0.07712765957446809]",231,"[0.9307359307359307, 0.06926406926406926]",7,502,1044.186,114200
Z1355_Z1204_Z1206_Z1210,463,"['Z1355', 'Z1204', 'Z1206', 'Z1210']","['Residential', 'Commercial', 'Commercial', 'Residential']",1074.219818,176,"[0.17045454545454544, 0.09659090909090909, 0.5681818181818182, 0.16477272727272727]",118,"[0.8135593220338984, 0.00847457627118644, 0.0423728813559322, 0.13559322033898305]",10,356,544.769,54200
Z1355_Z1204_Z1206,463,"['Z1355', 'Z1204', 'Z1206']","['Residential', 'Commercial', 'Commercial']",894.4048619,147,"[0.20408163265306123, 0.11564625850340136, 0.6802721088435374]",102,"[0.9411764705882353, 0.00980392156862745, 0.049019607843137254]",8,323,482.12,45500
Z1355_Z1204_Z1210,463,"['Z1355', 'Z1204', 'Z1210']","['Residential', 'Commercial', 'Residential']",468.4206598,76,"[0.39473684210526316, 0.2236842105263158, 0.3815789473684211]",113,"[0.8495575221238938, 0.008849557522123894, 0.1415929203539823]",5,291,403.178,27440
Z1355_Z1206_Z1210,463,"['Z1355', 'Z1206', 'Z1210']","['Residential', 'Commercial', 'Residential']",970.3534805,159,"[0.18867924528301888, 0.6289308176100629, 0.18238993710691823]",117,"[0.8205128205128205, 0.042735042735042736, 0.13675213675213677]",9,309,533.168,49100
Z1355_Z1204,463,"['Z1355', 'Z1204']","['Residential', 'Commercial']",288.605704,47,"[0.6382978723404256, 0.3617021276595745]",97,"[0.9896907216494846, 0.010309278350515464]",3,258,340.529,17580
Z1355_Z1206,463,"['Z1355', 'Z1206']","['Residential', 'Commercial']",790.5385246,130,"[0.23076923076923078, 0.7692307692307693]",101,"[0.9504950495049505, 0.04950495049504951]",7,276,470.519,40400
Z1355_Z1210,463,"['Z1355', 'Z1210']","['Residential', 'Residential']",364.5543225,59,"[0.5084745762711864, 0.4915254237288136]",112,"[0.8571428571428571, 0.14285714285714285]",4,244,391.577,21660
Z1360_Z1080_Z1204_Z1210_Z1214,463,"['Z1360', 'Z1080', 'Z1204', 'Z1210', 'Z1214']","['Residential', 'Residential', 'Commercial', 'Residential', 'Commercial']",1011.78804,166,"[0.09036144578313253, 0.5180722891566265, 0.10240963855421686, 0.1746987951807229, 0.1144578313253012]",66,"[0.10606060606060606, 0.6212121212121212, 0.015151515151515152, 0.24242424242424243, 0.015151515151515152]",6,238,306.338,51200
Z1360_Z1080_Z1204_Z1210,463,"['Z1360', 'Z1080', 'Z1204', 'Z1210']","['Residential', 'Residential', 'Commercial', 'Residential']",894.6529499,147,"[0.10204081632653061, 0.5850340136054422, 0.11564625850340136, 0.19727891156462585]",65,"[0.1076923076923077, 0.6307692307692307, 0.015384615384615385, 0.24615384615384617]",5,185,293.308,45500
Z1360_Z1080_Z1204_Z1214,463,"['Z1360', 'Z1080', 'Z1204', 'Z1214']","['Residential', 'Residential', 'Commercial', 'Commercial']",831.9730844,137,"[0.10948905109489052, 0.6277372262773723, 0.12408759124087591, 0.1386861313868613]",50,"[0.14, 0.82, 0.02, 0.02]",4,205,243.689,42500
Z1360_Z1080_Z1210_Z1214,463,"['Z1360', 'Z1080', 'Z1210', 'Z1214']","['Residential', 'Residential', 'Residential', 'Commercial']",907.9217029,149,"[0.10067114093959731, 0.5771812080536913, 0.19463087248322147, 0.12751677852348994]",65,"[0.1076923076923077, 0.6307692307692307, 0.24615384615384617, 0.015384615384615385]",5,191,294.737,46100
Z1360_Z1204_Z1210_Z1214,463,"['Z1360', 'Z1204', 'Z1210', 'Z1214']","['Residential', 'Commercial', 'Residential', 'Commercial']",492.7704329,80,"[0.1875, 0.2125, 0.3625, 0.2375]",25,"[0.28, 0.04, 0.64, 0.04]",5,147,116.178,28800
Z1360_Z1080_Z1204,463,"['Z1360', 'Z1080', 'Z1204']","['Residential', 'Residential', 'Commercial']",714.837994,118,"[0.1271186440677966, 0.7288135593220338, 0.1440677966101695]",49,"[0.14285714285714285, 0.8367346938775511, 0.02040816326530612]",3,152,230.659,36800
Z1360_Z1080_Z1210,463,"['Z1360', 'Z1080', 'Z1210']","['Residential', 'Residential', 'Residential']",790.7866125,130,"[0.11538461538461539, 0.6615384615384615, 0.2230769230769231]",64,"[0.109375, 0.640625, 0.25]",4,138,281.707,40400
Z1360_Z1080_Z1214,463,"['Z1360', 'Z1080', 'Z1214']","['Residential', 'Residential', 'Commercial']",728.106747,120,"[0.125, 0.7166666666666667, 0.15833333333333333]",49,"[0.14285714285714285, 0.8367346938775511, 0.02040816326530612]",3,158,232.088,37400
Z1360_Z1204_Z1210,463,"['Z1360', 'Z1204', 'Z1210']","['Residential', 'Commercial', 'Residential']",375.6353425,61,"[0.2459016393442623, 0.2786885245901639, 0.47540983606557374]",24,"[0.2916666666666667, 0.041666666666666664, 0.6666666666666666]",4,94,103.148,22340
Z1360_Z1204_Z1214,463,"['Z1360', 'Z1204', 'Z1214']","['Residential', 'Commercial', 'Commercial']",312.955477,51,"[0.29411764705882354, 0.3333333333333333, 0.37254901960784315]",9,"[0.7777777777777778, 0.1111111111111111, 0.1111111111111111]",3,114,53.529,18940
Z1360_Z1210_Z1214,463,"['Z1360', 'Z1210', 'Z1214']","['Residential', 'Residential', 'Commercial']",388.9040956,63,"[0.23809523809523808, 0.4603174603174603, 0.30158730158730157]",24,"[0.2916666666666667, 0.6666666666666666, 0.041666666666666664]",4,100,104.577,23020
Z1360_Z1080,463,"['Z1360', 'Z1080']","['Residential', 'Residential']",610.9716567,101,"[0.1485148514851485, 0.8514851485148515]",48,"[0.14583333333333334, 0.8541666666666666]",2,105,219.058,31700
Z1360_Z1204,463,"['Z1360', 'Z1204']","['Residential', 'Commercial']",195.8203867,32,"[0.46875, 0.53125]",8,"[0.875, 0.125]",2,61,40.499,12480
Z1360_Z1210,463,"['Z1360', 'Z1210']","['Residential', 'Residential']",271.7690052,44,"[0.3409090909090909, 0.6590909090909091]",23,"[0.30434782608695654, 0.6956521739130435]",3,47,91.547,16560
Z1360_Z1214,463,"['Z1360', 'Z1214']","['Residential', 'Commercial']",209.0891397,34,"[0.4411764705882353, 0.5588235294117647]",8,"[0.875, 0.125]",2,67,41.928,13160
Z1362_Z1204_Z1206_Z1210_Z1214,463,"['Z1362', 'Z1204', 'Z1206', 'Z1210', 'Z1214']","['Residential', 'Commercial', 'Commercial', 'Residential', 'Commercial']",1172.688119,192,"[0.140625, 0.08854166666666667, 0.5208333333333334, 0.15104166666666666, 0.09895833333333333]",35,"[0.34285714285714286, 0.02857142857142857, 0.14285714285714285, 0.45714285714285713, 0.02857142857142857]",10,223,281.023,59000
Z1362_Z1204_Z1206_Z1210,463,"['Z1362', 'Z1204', 'Z1206', 'Z1210']","['Residential', 'Commercial', 'Commercial', 'Residential']",1055.553029,173,"[0.15606936416184972, 0.09826589595375723, 0.5780346820809249, 0.1676300578034682]",34,"[0.35294117647058826, 0.029411764705882353, 0.14705882352941177, 0.47058823529411764]",9,170,267.993,53300
Z1362_Z1204_Z1206_Z1214,463,"['Z1362', 'Z1204', 'Z1206', 'Z1214']","['Residential', 'Commercial', 'Commercial', 'Commercial']",992.8731635,163,"[0.1656441717791411, 0.10429447852760736, 0.6134969325153374, 0.1165644171779141]",19,"[0.631578947368421, 0.05263157894736842, 0.2631578947368421, 0.05263157894736842]",8,190,218.374,50300
Z1362_Z1204_Z1210_Z1214,463,"['Z1362', 'Z1204', 'Z1210', 'Z1214']","['Residential', 'Commercial', 'Residential', 'Commercial']",566.8889614,92,"[0.29347826086956524, 0.18478260869565216, 0.31521739130434784, 0.20652173913043478]",30,"[0.4, 0.03333333333333333, 0.5333333333333333, 0.03333333333333333]",5,158,139.432,32880
Z1362_Z1206_Z1210_Z1214,463,"['Z1362', 'Z1206', 'Z1210', 'Z1214']","['Residential', 'Commercial', 'Residential', 'Commercial']",1068.821782,175,"[0.15428571428571428, 0.5714285714285714, 0.1657142857142857, 0.10857142857142857]",34,"[0.35294117647058826, 0.14705882352941177, 0.47058823529411764, 0.029411764705882353]",9,176,269.422,53900
Z1362_Z1204_Z1206,463,"['Z1362', 'Z1204', 'Z1206']","['Residential', 'Commercial', 'Commercial']",875.7380732,144,"[0.1875, 0.11805555555555555, 0.6944444444444444]",18,"[0.6666666666666666, 0.05555555555555555, 0.2777777777777778]",7,137,205.344,44600
Z1362_Z1204_Z1210,463,"['Z1362', 'Z1204', 'Z1210']","['Residential', 'Commercial', 'Residential']",449.7538711,73,"[0.3698630136986301, 0.2328767123287671, 0.3972602739726027]",29,"[0.41379310344827586, 0.034482758620689655, 0.5517241379310345]",4,105,126.402,26420
Z1362_Z1204_Z1214,463,"['Z1362', 'Z1204', 'Z1214']","['Residential', 'Commercial', 'Commercial']",387.0740056,63,"[0.42857142857142855, 0.2698412698412698, 0.30158730158730157]",14,"[0.8571428571428571, 0.07142857142857142, 0.07142857142857142]",3,125,76.783,23020
Z1362_Z1206_Z1210,463,"['Z1362', 'Z1206', 'Z1210']","['Residential', 'Commercial', 'Residential']",951.6866917,156,"[0.17307692307692307, 0.6410256410256411, 0.1858974358974359]",33,"[0.36363636363636365, 0.15151515151515152, 0.48484848484848486]",8,123,256.392,48200
Z1362_Z1206_Z1214,463,"['Z1362', 'Z1206', 'Z1214']","['Residential', 'Commercial', 'Commercial']",889.0068262,146,"[0.18493150684931506, 0.684931506849315, 0.13013698630136986]",18,"[0.6666666666666666, 0.2777777777777778, 0.05555555555555555]",7,143,206.773,45200
