,Plot_ID,Buildings_in_Community,Types_Community,Area_Community,Community_PV_Size,Bldg_share_in_community,Community_Meters,Bldg_share_in_meters_community,Num_EGIDs,Num_Occupants,Demand_Year_MWh,Community_PV_Subsidy
Z0953_Z0934_Z0936_Z0942_Z0951,657,"['Z0953', 'Z0934', 'Z0936', 'Z0942', 'Z0951']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",790.0367630249,129,"[0.26356589147286824, 0.18604651162790697, 0.18604651162790697, 0.2558139534883721, 0.10852713178294573]",47,"[0.2553191489361702, 0.19148936170212766, 0.19148936170212766, 0.2553191489361702, 0.10638297872340426]",7,95,199.75199999999998,40100
Z0953_Z0934_Z0936_Z0951_Z0952,657,"['Z0953', 'Z0934', 'Z0936', 'Z0951', 'Z0952']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",706.5190354273,115,"[0.2956521739130435, 0.20869565217391303, 0.20869565217391303, 0.12173913043478261, 0.16521739130434782]",44,"[0.2727272727272727, 0.20454545454545456, 0.20454545454545456, 0.11363636363636363, 0.20454545454545456]",7,87,184.503,35900
Z0953_Z0934_Z0936_Z0951_Z0975,657,"['Z0953', 'Z0934', 'Z0936', 'Z0951', 'Z0975']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",740.6562985569001,121,"[0.2809917355371901, 0.19834710743801653, 0.19834710743801653, 0.11570247933884298, 0.2066115702479339]",46,"[0.2608695652173913, 0.1956521739130435, 0.1956521739130435, 0.10869565217391304, 0.2391304347826087]",6,94,198.141,37700
Z0953_Z0934_Z0942_Z0951_Z0952,657,"['Z0953', 'Z0934', 'Z0942', 'Z0951', 'Z0952']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",763.1797390083,124,"[0.27419354838709675, 0.1935483870967742, 0.2661290322580645, 0.11290322580645161, 0.1532258064516129]",47,"[0.2553191489361702, 0.19148936170212766, 0.2553191489361702, 0.10638297872340426, 0.19148936170212766]",8,93,196.084,38600
Z0953_Z0934_Z0942_Z0951_Z0975,657,"['Z0953', 'Z0934', 'Z0942', 'Z0951', 'Z0975']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",797.3170021378999,130,"[0.26153846153846155, 0.18461538461538463, 0.25384615384615383, 0.1076923076923077, 0.19230769230769232]",49,"[0.24489795918367346, 0.1836734693877551, 0.24489795918367346, 0.10204081632653061, 0.22448979591836735]",7,100,209.722,40400
Z0953_Z0934_Z0942_Z0952_Z0975,657,"['Z0953', 'Z0934', 'Z0942', 'Z0952', 'Z0975']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",829.6918266625999,135,"[0.2518518518518518, 0.17777777777777778, 0.24444444444444444, 0.14074074074074075, 0.18518518518518517]",53,"[0.22641509433962265, 0.16981132075471697, 0.22641509433962265, 0.16981132075471697, 0.20754716981132076]",8,105,221.571,41900
Z0953_Z0934_Z0951_Z0952_Z0975,657,"['Z0953', 'Z0934', 'Z0951', 'Z0952', 'Z0975']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",713.7992745403001,116,"[0.29310344827586204, 0.20689655172413793, 0.1206896551724138, 0.16379310344827586, 0.21551724137931033]",46,"[0.2608695652173913, 0.1956521739130435, 0.10869565217391304, 0.1956521739130435, 0.2391304347826087]",7,92,194.47299999999998,36200
Z0953_Z0936_Z0951_Z0952_Z0975,657,"['Z0953', 'Z0936', 'Z0951', 'Z0952', 'Z0975']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",715.4979525997,116,"[0.29310344827586204, 0.20689655172413793, 0.1206896551724138, 0.16379310344827586, 0.21551724137931033]",46,"[0.2608695652173913, 0.1956521739130435, 0.10869565217391304, 0.1956521739130435, 0.2391304347826087]",7,92,194.94299999999998,36200
Z0953_Z0933_Z0934_Z0942,657,"['Z0953', 'Z0933', 'Z0934', 'Z0942']","['Residential', 'Residential', 'Residential', 'Residential']",838.2181424176999,138,"[0.2463768115942029, 0.34057971014492755, 0.17391304347826086, 0.2391304347826087]",66,"[0.18181818181818182, 0.5, 0.13636363636363635, 0.18181818181818182]",8,134,195.92700000000002,42800
Z0953_Z0933_Z0934_Z0951,657,"['Z0953', 'Z0933', 'Z0934', 'Z0951']","['Residential', 'Residential', 'Residential', 'Residential']",722.3255902953999,119,"[0.2857142857142857, 0.3949579831932773, 0.20168067226890757, 0.11764705882352941]",59,"[0.2033898305084746, 0.559322033898305, 0.15254237288135594, 0.0847457627118644]",7,121,168.829,37100
Z0953_Z0933_Z0936_Z0951,657,"['Z0953', 'Z0933', 'Z0936', 'Z0951']","['Residential', 'Residential', 'Residential', 'Residential']",724.0242683548,119,"[0.2857142857142857, 0.3949579831932773, 0.20168067226890757, 0.11764705882352941]",59,"[0.2033898305084746, 0.559322033898305, 0.15254237288135594, 0.0847457627118644]",7,121,169.299,37100
Z0953_Z0933_Z0942_Z0951,657,"['Z0953', 'Z0933', 'Z0942', 'Z0951']","['Residential', 'Residential', 'Residential', 'Residential']",780.6849719357999,128,"[0.265625, 0.3671875, 0.2578125, 0.109375]",62,"[0.1935483870967742, 0.532258064516129, 0.1935483870967742, 0.08064516129032258]",8,127,180.88000000000002,39800
Z0953_Z0933_Z0942_Z0975,657,"['Z0953', 'Z0933', 'Z0942', 'Z0975']","['Residential', 'Residential', 'Residential', 'Residential']",847.1970595901,139,"[0.2446043165467626, 0.3381294964028777, 0.23741007194244604, 0.17985611510791366]",68,"[0.17647058823529413, 0.4852941176470588, 0.17647058823529413, 0.16176470588235295]",8,139,206.36700000000002,43100
Z0953_Z0933_Z0951_Z0952,657,"['Z0953', 'Z0933', 'Z0951', 'Z0952']","['Residential', 'Residential', 'Residential', 'Residential']",697.1672443381999,114,"[0.2982456140350877, 0.41228070175438597, 0.12280701754385964, 0.16666666666666666]",59,"[0.2033898305084746, 0.559322033898305, 0.0847457627118644, 0.15254237288135594]",8,119,165.631,35600
Z0953_Z0933_Z0951_Z0975,657,"['Z0953', 'Z0933', 'Z0951', 'Z0975']","['Residential', 'Residential', 'Residential', 'Residential']",731.3045074678,120,"[0.2833333333333333, 0.39166666666666666, 0.11666666666666667, 0.20833333333333334]",61,"[0.19672131147540983, 0.5409836065573771, 0.08196721311475409, 0.18032786885245902]",7,126,179.269,37400
Z0953_Z0934_Z0936_Z0951,657,"['Z0953', 'Z0934', 'Z0936', 'Z0951']","['Residential', 'Residential', 'Residential', 'Residential']",586.5462756378,96,"[0.3541666666666667, 0.25, 0.25, 0.14583333333333334]",35,"[0.34285714285714286, 0.2571428571428571, 0.2571428571428571, 0.14285714285714285]",5,71,149.725,34240
Z0953_Z0934_Z0942_Z0951,657,"['Z0953', 'Z0934', 'Z0942', 'Z0951']","['Residential', 'Residential', 'Residential', 'Residential']",643.2069792187999,105,"[0.3238095238095238, 0.22857142857142856, 0.3142857142857143, 0.13333333333333333]",38,"[0.3157894736842105, 0.23684210526315788, 0.3157894736842105, 0.13157894736842105]",6,77,161.306,32900
Z0953_Z0934_Z0942_Z0952,657,"['Z0953', 'Z0934', 'Z0942', 'Z0952']","['Residential', 'Residential', 'Residential', 'Residential']",675.5818037434999,110,"[0.3090909090909091, 0.21818181818181817, 0.3, 0.17272727272727273]",42,"[0.2857142857142857, 0.21428571428571427, 0.2857142857142857, 0.21428571428571427]",7,82,173.155,34400
Z0953_Z0934_Z0942_Z0975,657,"['Z0953', 'Z0934', 'Z0942', 'Z0975']","['Residential', 'Residential', 'Residential', 'Residential']",709.7190668731,116,"[0.29310344827586204, 0.20689655172413793, 0.28448275862068967, 0.21551724137931033]",44,"[0.2727272727272727, 0.20454545454545456, 0.2727272727272727, 0.25]",6,89,186.793,36200
Z0953_Z0934_Z0951_Z0952,657,"['Z0953', 'Z0934', 'Z0951', 'Z0952']","['Residential', 'Residential', 'Residential', 'Residential']",559.6892516212,91,"[0.37362637362637363, 0.26373626373626374, 0.15384615384615385, 0.2087912087912088]",35,"[0.34285714285714286, 0.2571428571428571, 0.14285714285714285, 0.2571428571428571]",6,69,146.057,32540
Z0953_Z0934_Z0951_Z0975,657,"['Z0953', 'Z0934', 'Z0951', 'Z0975']","['Residential', 'Residential', 'Residential', 'Residential']",593.8265147508,97,"[0.35051546391752575, 0.24742268041237114, 0.14432989690721648, 0.25773195876288657]",37,"[0.32432432432432434, 0.24324324324324326, 0.13513513513513514, 0.2972972972972973]",5,76,159.695,34580
Z0953_Z0934_Z0952_Z0975,657,"['Z0953', 'Z0934', 'Z0952', 'Z0975']","['Residential', 'Residential', 'Residential', 'Residential']",626.2013392755,102,"[0.3333333333333333, 0.23529411764705882, 0.18627450980392157, 0.24509803921568626]",41,"[0.2926829268292683, 0.21951219512195122, 0.21951219512195122, 0.2682926829268293]",6,81,171.54399999999998,32000
Z0953_Z0936_Z0951_Z0952,657,"['Z0953', 'Z0936', 'Z0951', 'Z0952']","['Residential', 'Residential', 'Residential', 'Residential']",561.3879296806,91,"[0.37362637362637363, 0.26373626373626374, 0.15384615384615385, 0.2087912087912088]",35,"[0.34285714285714286, 0.2571428571428571, 0.14285714285714285, 0.2571428571428571]",6,69,146.527,32540
Z0953_Z0936_Z0951_Z0975,657,"['Z0953', 'Z0936', 'Z0951', 'Z0975']","['Residential', 'Residential', 'Residential', 'Residential']",595.5251928102,97,"[0.35051546391752575, 0.24742268041237114, 0.14432989690721648, 0.25773195876288657]",37,"[0.32432432432432434, 0.24324324324324326, 0.13513513513513514, 0.2972972972972973]",5,76,160.165,34580
Z0953_Z0951_Z0952_Z0975,657,"['Z0953', 'Z0951', 'Z0952', 'Z0975']","['Residential', 'Residential', 'Residential', 'Residential']",568.6681687936,92,"[0.3695652173913043, 0.15217391304347827, 0.20652173913043478, 0.2717391304347826]",37,"[0.32432432432432434, 0.13513513513513514, 0.24324324324324326, 0.2972972972972973]",6,74,156.49699999999999,32880
Z0953_Z0933_Z0942,657,"['Z0953', 'Z0933', 'Z0942']","['Residential', 'Residential', 'Residential']",693.087036671,114,"[0.2982456140350877, 0.41228070175438597, 0.2894736842105263]",57,"[0.21052631578947367, 0.5789473684210527, 0.21052631578947367]",7,116,157.95100000000002,35600
Z0953_Z0933_Z0951,657,"['Z0953', 'Z0933', 'Z0951']","['Residential', 'Residential', 'Residential']",577.1944845487,95,"[0.35789473684210527, 0.49473684210526314, 0.14736842105263157]",50,"[0.24, 0.66, 0.1]",6,103,130.853,33900
Z0953_Z0933_Z0975,657,"['Z0953', 'Z0933', 'Z0975']","['Residential', 'Residential', 'Residential']",643.706572203,106,"[0.32075471698113206, 0.44339622641509435, 0.2358490566037736]",56,"[0.21428571428571427, 0.5892857142857143, 0.19642857142857142]",6,115,156.34,33200
Z0953_Z0934_Z0942,657,"['Z0953', 'Z0934', 'Z0942']","['Residential', 'Residential', 'Residential']",555.609043954,91,"[0.37362637362637363, 0.26373626373626374, 0.3626373626373626]",33,"[0.36363636363636365, 0.2727272727272727, 0.36363636363636365]",5,66,138.377,32540
Z0953_Z0934_Z0951,657,"['Z0953', 'Z0934', 'Z0951']","['Residential', 'Residential', 'Residential']",439.7164918317,72,"[0.4722222222222222, 0.3333333333333333, 0.19444444444444445]",26,"[0.46153846153846156, 0.34615384615384615, 0.19230769230769232]",4,53,111.279,26080
Z0953_Z0934_Z0952,657,"['Z0953', 'Z0934', 'Z0952']","['Residential', 'Residential', 'Residential']",472.0913163564,77,"[0.44155844155844154, 0.3116883116883117, 0.24675324675324675]",30,"[0.4, 0.3, 0.3]",5,58,123.12799999999999,27780
Z0953_Z0936_Z0951,657,"['Z0953', 'Z0936', 'Z0951']","['Residential', 'Residential', 'Residential']",441.4151698911,72,"[0.4722222222222222, 0.3333333333333333, 0.19444444444444445]",26,"[0.46153846153846156, 0.34615384615384615, 0.19230769230769232]",4,53,111.749,26080
Z0953_Z0951_Z0952,657,"['Z0953', 'Z0951', 'Z0952']","['Residential', 'Residential', 'Residential']",414.5581458745,67,"[0.5074626865671642, 0.208955223880597, 0.2835820895522388]",26,"[0.46153846153846156, 0.19230769230769232, 0.34615384615384615]",5,51,108.08099999999999,24380
Z0953_Z0975,657,"['Z0953', 'Z0975']","['Residential', 'Residential']",361.09747373929997,59,"[0.576271186440678, 0.423728813559322]",23,"[0.5217391304347826, 0.4782608695652174]",3,47,98.78999999999999,21660
Z0954_Z0657_Z0658,372,"['Z0954', 'Z0657', 'Z0658']","['Residential', 'Commercial', 'Commercial']",721.8428684892999,119,"[0.19327731092436976, 0.5126050420168067, 0.29411764705882354]",14,"[0.42857142857142855, 0.5, 0.07142857142857142]",10,61,162.437,37100
Z0957_Z0516_Z0561_Z0966,19,"['Z0957', 'Z0516', 'Z0561', 'Z0966']","['Residential', 'Residential', 'Residential', 'Residential']",890.2517581647,147,"[0.10204081632653061, 0.5238095238095238, 0.21768707482993196, 0.1564625850340136]",47,"[0.10638297872340426, 0.48936170212765956, 0.23404255319148937, 0.1702127659574468]",5,97,203.774,45500
Z0957_Z0516_Z0561,19,"['Z0957', 'Z0516', 'Z0561']","['Residential', 'Residential', 'Residential']",751.8842652816,124,"[0.12096774193548387, 0.6209677419354839, 0.25806451612903225]",39,"[0.1282051282051282, 0.5897435897435898, 0.28205128205128205]",4,80,167.564,38600
Z0957_Z0561_Z0966,19,"['Z0957', 'Z0561', 'Z0966']","['Residential', 'Residential', 'Residential']",423.3400458219,70,"[0.21428571428571427, 0.45714285714285713, 0.32857142857142857]",24,"[0.20833333333333334, 0.4583333333333333, 0.3333333333333333]",3,50,106.03399999999999,25400
Z0957_Z0966,19,"['Z0957', 'Z0966']","['Residential', 'Residential']",229.4782958857,38,"[0.39473684210526316, 0.6052631578947368]",13,"[0.38461538461538464, 0.6153846153846154]",2,26,55.298,14520
Z0960_Z0965,346,"['Z0960', 'Z0965']","['Residential', 'Residential']",362.6407197888,60,"[0.48333333333333334, 0.5166666666666667]",25,"[0.48, 0.52]",2,54,113.888,22000
Z0961_Z0966,19,"['Z0961', 'Z0966']","['Residential', 'Residential']",201.9059166873,33,"[0.30303030303030304, 0.696969696969697]",10,"[0.2, 0.8]",2,21,49.536,12820
Z0966_Z0957_Z0961,19,"['Z0966', 'Z0957', 'Z0961']","['Residential', 'Residential', 'Residential']",293.0167196899,48,"[0.4791666666666667, 0.3125, 0.20833333333333334]",15,"[0.5333333333333333, 0.3333333333333333, 0.13333333333333333]",3,30,68.624,17920
Z0969_Z0974,370,"['Z0969', 'Z0974']","['Residential', 'Residential']",429.97133039979997,71,"[0.29577464788732394, 0.704225352112676]",27,"[0.18518518518518517, 0.8148148148148148]",3,57,128.44299999999998,25740
Z0970_Z0971_Z0980,346,"['Z0970', 'Z0971', 'Z0980']","['Residential', 'Residential', 'Residential']",709.2550859497,117,"[0.3076923076923077, 0.358974358974359, 0.3333333333333333]",48,"[0.25, 0.3958333333333333, 0.3541666666666667]",9,89,205.618,36500
Z0970_Z0971,346,"['Z0970', 'Z0971']","['Residential', 'Residential']",473.81987937179997,78,"[0.46153846153846156, 0.5384615384615384]",31,"[0.3870967741935484, 0.6129032258064516]",7,54,131.686,28120
Z0970_Z0980,346,"['Z0970', 'Z0980']","['Residential', 'Residential']",454.4718432418,75,"[0.48, 0.52]",29,"[0.41379310344827586, 0.5862068965517241]",7,51,125.614,27100
Z0971_Z0970_Z0980_Z0991,346,"['Z0971', 'Z0970', 'Z0980', 'Z0991']","['Residential', 'Residential', 'Residential', 'Public']",903.9488793685999,149,"[0.28187919463087246, 0.24161073825503357, 0.26174496644295303, 0.21476510067114093]",49,"[0.3877551020408163, 0.24489795918367346, 0.3469387755102041, 0.02040816326530612]",10,118,266.759,46100
Z0971_Z0970_Z0991,346,"['Z0971', 'Z0970', 'Z0991']","['Residential', 'Residential', 'Public']",668.5136727907,110,"[0.38181818181818183, 0.32727272727272727, 0.2909090909090909]",32,"[0.59375, 0.375, 0.03125]",8,83,192.827,34400
Z0971_Z0980_Z0991,346,"['Z0971', 'Z0980', 'Z0991']","['Residential', 'Residential', 'Public']",684.9122427047,113,"[0.37168141592920356, 0.34513274336283184, 0.2831858407079646]",37,"[0.5135135135135135, 0.4594594594594595, 0.02702702702702703]",5,102,215.077,35300
Z0971_Z0980,346,"['Z0971', 'Z0980']","['Residential', 'Residential']",490.21844928580003,81,"[0.5185185185185185, 0.48148148148148145]",36,"[0.5277777777777778, 0.4722222222222222]",4,73,153.936,29140
Z0971_Z0991,346,"['Z0971', 'Z0991']","['Residential', 'Public']",449.4770361268,74,"[0.5675675675675675, 0.43243243243243246]",20,"[0.95, 0.05]",3,67,141.145,26760
Z0972_Z0983_Z1656,670,"['Z0972', 'Z0983', 'Z1656']","['Residential', 'Residential', 'Residential']",394.8005663109,65,"[0.6615384615384615, 0.3230769230769231, 0.015384615384615385]",29,"[0.6206896551724138, 0.3448275862068966, 0.034482758620689655]",4,60,129.178,23700
Z0972_Z0983,670,"['Z0972', 'Z0983']","['Residential', 'Residential']",386.3120588514,64,"[0.671875, 0.328125]",28,"[0.6428571428571429, 0.35714285714285715]",3,59,128.05599999999998,23360
Z0972_Z1656,670,"['Z0972', 'Z1656']","['Residential', 'Residential']",266.5622056177,44,"[0.9772727272727273, 0.022727272727272728]",19,"[0.9473684210526315, 0.05263157894736842]",3,38,82.178,16560
Z0973_Z0983_Z1036_Z1714,670,"['Z0973', 'Z0983', 'Z1036', 'Z1714']","['Residential', 'Residential', 'Residential', 'Commercial']",538.3559964189,88,"[0.2727272727272727, 0.23863636363636365, 0.3522727272727273, 0.13636363636363635]",36,"[0.2777777777777778, 0.2777777777777778, 0.4166666666666667, 0.027777777777777776]",5,80,161.855,31520
Z0973_Z0983_Z1036,670,"['Z0973', 'Z0983', 'Z1036']","['Residential', 'Residential', 'Residential']",465.49930367269997,76,"[0.3157894736842105, 0.27631578947368424, 0.40789473684210525]",35,"[0.2857142857142857, 0.2857142857142857, 0.42857142857142855]",4,73,152.934,27440
Z0973_Z0983_Z1714,670,"['Z0973', 'Z0983', 'Z1714']","['Residential', 'Residential', 'Commercial']",348.19645775009997,57,"[0.42105263157894735, 0.3684210526315789, 0.21052631578947367]",21,"[0.47619047619047616, 0.47619047619047616, 0.047619047619047616]",3,51,102.12100000000001,20980
Z0973_Z1036_Z1714,670,"['Z0973', 'Z1036', 'Z1714']","['Residential', 'Residential', 'Commercial']",410.1176357257,67,"[0.3582089552238806, 0.4626865671641791, 0.1791044776119403]",26,"[0.38461538461538464, 0.5769230769230769, 0.038461538461538464]",4,58,114.85499999999999,24380
Z0973_Z0983,670,"['Z0973', 'Z0983']","['Residential', 'Residential']",275.33976500389997,45,"[0.5333333333333333, 0.4666666666666667]",20,"[0.5, 0.5]",2,44,93.2,16900
Z0973_Z1036,670,"['Z0973', 'Z1036']","['Residential', 'Residential']",337.2609429795,55,"[0.43636363636363634, 0.5636363636363636]",25,"[0.4, 0.6]",3,51,105.934,20300
Z0973_Z1714,670,"['Z0973', 'Z1714']","['Residential', 'Commercial']",219.9580970569,36,"[0.6666666666666666, 0.3333333333333333]",11,"[0.9090909090909091, 0.09090909090909091]",2,29,55.121,13840
Z0974_Z0969_Z0979,370,"['Z0974', 'Z0969', 'Z0979']","['Residential', 'Residential', 'Residential']",591.4740750451999,97,"[0.5154639175257731, 0.21649484536082475, 0.26804123711340205]",38,"[0.5789473684210527, 0.13157894736842105, 0.2894736842105263]",4,81,179.164,34580
Z0974_Z0979,370,"['Z0974', 'Z0979']","['Residential', 'Residential']",464.7095543944,76,"[0.6578947368421053, 0.34210526315789475]",33,"[0.6666666666666666, 0.3333333333333333]",3,70,145.929,27440
Z0975_Z0934_Z0936_Z0942_Z0951_Z0952_Z0953_Z0977_Z0982_Z0993_Z0995,657,"['Z0975', 'Z0934', 'Z0936', 'Z0942', 'Z0951', 'Z0952', 'Z0953', 'Z0977', 'Z0982', 'Z0993', 'Z0995']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Public', 'Public']",1754.8808744362,286,"[0.08741258741258741, 0.08391608391608392, 0.08391608391608392, 0.11538461538461539, 0.04895104895104895, 0.06643356643356643, 0.11888111888111888, 0.14335664335664336, 0.11888111888111888, 0.08041958041958042, 0.05244755244755245]",99,"[0.1111111111111111, 0.09090909090909091, 0.09090909090909091, 0.12121212121212122, 0.050505050505050504, 0.09090909090909091, 0.12121212121212122, 0.18181818181818182, 0.12121212121212122, 0.010101010101010102, 0.010101010101010102]",14,228,476.839,87200
Z0975_Z0934_Z0936_Z0942_Z0951_Z0952_Z0953_Z0977_Z0982_Z0993,657,"['Z0975', 'Z0934', 'Z0936', 'Z0942', 'Z0951', 'Z0952', 'Z0953', 'Z0977', 'Z0982', 'Z0993']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Public']",1661.3420265488999,271,"[0.09225092250922509, 0.08856088560885608, 0.08856088560885608, 0.12177121771217712, 0.05166051660516605, 0.07011070110701106, 0.12546125461254612, 0.15129151291512916, 0.12546125461254612, 0.08487084870848709]",98,"[0.11224489795918367, 0.09183673469387756, 0.09183673469387756, 0.12244897959183673, 0.05102040816326531, 0.09183673469387756, 0.12244897959183673, 0.1836734693877551, 0.12244897959183673, 0.01020408163265306]",13,216,452.355,82700
Z0975_Z0934_Z0936_Z0942_Z0951_Z0952_Z0953_Z0977_Z0982_Z0995,657,"['Z0975', 'Z0934', 'Z0936', 'Z0942', 'Z0951', 'Z0952', 'Z0953', 'Z0977', 'Z0982', 'Z0995']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Public']",1612.3302421207,263,"[0.09505703422053231, 0.09125475285171103, 0.09125475285171103, 0.12547528517110265, 0.053231939163498096, 0.07224334600760456, 0.12927756653992395, 0.155893536121673, 0.12927756653992395, 0.057034220532319393]",98,"[0.11224489795918367, 0.09183673469387756, 0.09183673469387756, 0.12244897959183673, 0.05102040816326531, 0.09183673469387756, 0.12244897959183673, 0.1836734693877551, 0.12244897959183673, 0.01020408163265306]",13,210,439.514,80300
Z0975_Z0934_Z0936_Z0942_Z0951_Z0952_Z0953_Z0977_Z0993_Z0995,657,"['Z0975', 'Z0934', 'Z0936', 'Z0942', 'Z0951', 'Z0952', 'Z0953', 'Z0977', 'Z0993', 'Z0995']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Public', 'Public']",1550.5963027394,252,"[0.0992063492063492, 0.09523809523809523, 0.09523809523809523, 0.13095238095238096, 0.05555555555555555, 0.07539682539682539, 0.1349206349206349, 0.1626984126984127, 0.09126984126984126, 0.05952380952380952]",87,"[0.12643678160919541, 0.10344827586206896, 0.10344827586206896, 0.13793103448275862, 0.05747126436781609, 0.10344827586206896, 0.13793103448275862, 0.20689655172413793, 0.011494252873563218, 0.011494252873563218]",13,202,423.377,77000
Z0975_Z0934_Z0936_Z0942_Z0951_Z0952_Z0953_Z0982_Z0993_Z0995,657,"['Z0975', 'Z0934', 'Z0936', 'Z0942', 'Z0951', 'Z0952', 'Z0953', 'Z0982', 'Z0993', 'Z0995']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Public', 'Public']",1504.4935976330999,245,"[0.10204081632653061, 0.09795918367346938, 0.09795918367346938, 0.1346938775510204, 0.05714285714285714, 0.07755102040816327, 0.13877551020408163, 0.13877551020408163, 0.09387755102040816, 0.061224489795918366]",81,"[0.13580246913580246, 0.1111111111111111, 0.1111111111111111, 0.14814814814814814, 0.06172839506172839, 0.1111111111111111, 0.14814814814814814, 0.14814814814814814, 0.012345679012345678, 0.012345679012345678]",13,190,398.217,74900
Z0975_Z0934_Z0936_Z0942_Z0951_Z0952_Z0977_Z0982_Z0993_Z0995,657,"['Z0975', 'Z0934', 'Z0936', 'Z0942', 'Z0951', 'Z0952', 'Z0977', 'Z0982', 'Z0993', 'Z0995']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Public', 'Public']",1547.8934236160003,252,"[0.0992063492063492, 0.09523809523809523, 0.09523809523809523, 0.13095238095238096, 0.05555555555555555, 0.07539682539682539, 0.1626984126984127, 0.1349206349206349, 0.09126984126984126, 0.05952380952380952]",87,"[0.12643678160919541, 0.10344827586206896, 0.10344827586206896, 0.13793103448275862, 0.05747126436781609, 0.10344827586206896, 0.20689655172413793, 0.13793103448275862, 0.011494252873563218, 0.011494252873563218]",12,204,426.465,77000
Z0975_Z0934_Z0936_Z0942_Z0951_Z0953_Z0977_Z0982_Z0993_Z0995,657,"['Z0975', 'Z0934', 'Z0936', 'Z0942', 'Z0951', 'Z0953', 'Z0977', 'Z0982', 'Z0993', 'Z0995']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Public', 'Public']",1634.9081146467001,267,"[0.09363295880149813, 0.0898876404494382, 0.0898876404494382, 0.12359550561797752, 0.052434456928838954, 0.12734082397003746, 0.15355805243445692, 0.12734082397003746, 0.08614232209737828, 0.056179775280898875]",90,"[0.12222222222222222, 0.1, 0.1, 0.13333333333333333, 0.05555555555555555, 0.13333333333333333, 0.2, 0.13333333333333333, 0.011111111111111112, 0.011111111111111112]",12,212,442.061,81500
Z0975_Z0934_Z0936_Z0942_Z0952_Z0953_Z0977_Z0982_Z0993_Z0995,657,"['Z0975', 'Z0934', 'Z0936', 'Z0942', 'Z0952', 'Z0953', 'Z0977', 'Z0982', 'Z0993', 'Z0995']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Public', 'Public']",1667.2829391714,272,"[0.09191176470588236, 0.08823529411764706, 0.08823529411764706, 0.1213235294117647, 0.06985294117647059, 0.125, 0.15073529411764705, 0.125, 0.08455882352941177, 0.05514705882352941]",94,"[0.11702127659574468, 0.09574468085106383, 0.09574468085106383, 0.1276595744680851, 0.09574468085106383, 0.1276595744680851, 0.19148936170212766, 0.1276595744680851, 0.010638297872340425, 0.010638297872340425]",13,217,453.90999999999997,83000
Z0975_Z0934_Z0936_Z0951_Z0952_Z0953_Z0977_Z0982_Z0993_Z0995,657,"['Z0975', 'Z0934', 'Z0936', 'Z0951', 'Z0952', 'Z0953', 'Z0977', 'Z0982', 'Z0993', 'Z0995']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Public', 'Public']",1551.3903870491,253,"[0.09881422924901186, 0.09486166007905138, 0.09486166007905138, 0.05533596837944664, 0.07509881422924901, 0.13438735177865613, 0.16205533596837945, 0.13438735177865613, 0.09090909090909091, 0.05928853754940711]",87,"[0.12643678160919541, 0.10344827586206896, 0.10344827586206896, 0.05747126436781609, 0.10344827586206896, 0.13793103448275862, 0.20689655172413793, 0.13793103448275862, 0.011494252873563218, 0.011494252873563218]",12,204,426.81199999999995,77300
Z0975_Z0934_Z0942_Z0951_Z0952_Z0953_Z0977_Z0982_Z0993_Z0995,657,"['Z0975', 'Z0934', 'Z0942', 'Z0951', 'Z0952', 'Z0953', 'Z0977', 'Z0982', 'Z0993', 'Z0995']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Public', 'Public']",1608.0510906301001,262,"[0.09541984732824428, 0.0916030534351145, 0.12595419847328243, 0.05343511450381679, 0.07251908396946564, 0.1297709923664122, 0.15648854961832062, 0.1297709923664122, 0.08778625954198473, 0.05725190839694656]",90,"[0.12222222222222222, 0.1, 0.13333333333333333, 0.05555555555555555, 0.1, 0.13333333333333333, 0.2, 0.13333333333333333, 0.011111111111111112, 0.011111111111111112]",13,210,438.3929999999999,80000
