,Plot_ID,Buildings_in_Community,Types_Community,Area_Community,Community_PV_Size,Bldg_share_in_community,Community_Meters,Bldg_share_in_meters_community,Num_EGIDs,Num_Occupants,Demand_Year_MWh,Community_PV_Subsidy
Z0471_Z0438_Z0469_Z1539,174,"['Z0471', 'Z0438', 'Z0469', 'Z1539']","['Residential', 'Commercial', 'Residential', 'Residential']",729.2930838722,119,"[0.24369747899159663, 0.35294117647058826, 0.31092436974789917, 0.09243697478991597]",39,"[0.23076923076923078, 0.02564102564102564, 0.3333333333333333, 0.41025641025641024]",4,119,205.63299999999998,37100
Z0471_Z0438_Z0472_Z0502,174,"['Z0471', 'Z0438', 'Z0472', 'Z0502']","['Residential', 'Commercial', 'Residential', 'Residential']",849.9997572485,139,"[0.20863309352517986, 0.302158273381295, 0.23741007194244604, 0.2517985611510791]",47,"[0.19148936170212766, 0.02127659574468085, 0.2978723404255319, 0.48936170212765956]",5,136,208.84200000000004,43100
Z0471_Z0438_Z0472_Z1539,174,"['Z0471', 'Z0438', 'Z0472', 'Z1539']","['Residential', 'Commercial', 'Residential', 'Residential']",705.7856471936,115,"[0.25217391304347825, 0.3652173913043478, 0.28695652173913044, 0.09565217391304348]",40,"[0.225, 0.025, 0.35, 0.4]",4,121,210.03300000000002,35900
Z0471_Z0438_Z0502_Z1539,174,"['Z0471', 'Z0438', 'Z0502', 'Z1539']","['Residential', 'Commercial', 'Residential', 'Residential']",719.9228227253,117,"[0.24786324786324787, 0.358974358974359, 0.29914529914529914, 0.09401709401709402]",49,"[0.1836734693877551, 0.02040816326530612, 0.46938775510204084, 0.32653061224489793]",5,140,174.8,36500
Z0471_Z0472_Z0502_Z1539,174,"['Z0471', 'Z0472', 'Z0502', 'Z1539']","['Residential', 'Residential', 'Residential', 'Residential']",664.9692625519,108,"[0.26851851851851855, 0.3055555555555556, 0.32407407407407407, 0.10185185185185185]",62,"[0.14516129032258066, 0.22580645161290322, 0.3709677419354839, 0.25806451612903225]",5,131,157.56099999999998,33800
Z0471_Z0438_Z0469,174,"['Z0471', 'Z0438', 'Z0469']","['Residential', 'Commercial', 'Residential']",657.7650301249,108,"[0.26851851851851855, 0.3888888888888889, 0.3425925925925926]",23,"[0.391304347826087, 0.043478260869565216, 0.5652173913043478]",3,85,176.356,33800
Z0471_Z0438_Z0472,174,"['Z0471', 'Z0438', 'Z0472']","['Residential', 'Commercial', 'Residential']",634.2575934463,104,"[0.27884615384615385, 0.40384615384615385, 0.3173076923076923]",24,"[0.375, 0.041666666666666664, 0.5833333333333334]",3,87,180.75600000000003,32600
Z0471_Z0438_Z0502,174,"['Z0471', 'Z0438', 'Z0502']","['Residential', 'Commercial', 'Residential']",648.394768978,106,"[0.27358490566037735, 0.39622641509433965, 0.330188679245283]",33,"[0.2727272727272727, 0.030303030303030304, 0.696969696969697]",4,106,145.52300000000002,33200
Z0471_Z0472_Z0502,174,"['Z0471', 'Z0472', 'Z0502']","['Residential', 'Residential', 'Residential']",593.4412088046,97,"[0.29896907216494845, 0.3402061855670103, 0.36082474226804123]",46,"[0.1956521739130435, 0.30434782608695654, 0.5]",4,97,128.284,34580
Z0471_Z0472_Z1539,174,"['Z0471', 'Z0472', 'Z1539']","['Residential', 'Residential', 'Residential']",449.2270987497,73,"[0.3972602739726027, 0.4520547945205479, 0.1506849315068493]",39,"[0.23076923076923078, 0.358974358974359, 0.41025641025641024]",3,82,129.47500000000002,26420
Z0471_Z0502_Z1539,174,"['Z0471', 'Z0502', 'Z1539']","['Residential', 'Residential', 'Residential']",463.3642742814,75,"[0.38666666666666666, 0.4666666666666667, 0.14666666666666667]",48,"[0.1875, 0.4791666666666667, 0.3333333333333333]",4,101,94.242,27100
Z0471_Z0472,174,"['Z0471', 'Z0472']","['Residential', 'Residential']",377.6990450024,62,"[0.46774193548387094, 0.532258064516129]",23,"[0.391304347826087, 0.6086956521739131]",2,48,100.19800000000001,22680
Z0471_Z0502,174,"['Z0471', 'Z0502']","['Residential', 'Residential']",391.8362205341,64,"[0.453125, 0.546875]",32,"[0.28125, 0.71875]",3,67,64.965,23360
Z0471_Z1539,174,"['Z0471', 'Z1539']","['Residential', 'Residential']",247.6221104792,40,"[0.725, 0.275]",25,"[0.36, 0.64]",2,52,66.156,15200
Z0472_Z0469_Z0470_Z0471_Z0475_Z1399_Z1402_Z1539,174,"['Z0472', 'Z0469', 'Z0470', 'Z0471', 'Z0475', 'Z1399', 'Z1402', 'Z1539']","['Residential', 'Residential', 'Residential', 'Residential', 'Commercial', 'Residential', 'Residential', 'Residential']",1608.5293980421,263,"[0.12547528517110265, 0.14068441064638784, 0.07224334600760456, 0.11026615969581749, 0.23574144486692014, 0.13688212927756654, 0.13688212927756654, 0.04182509505703422]",88,"[0.1590909090909091, 0.14772727272727273, 0.07954545454545454, 0.10227272727272728, 0.011363636363636364, 0.17045454545454544, 0.14772727272727273, 0.18181818181818182]",8,233,444.26599999999996,80300
Z0472_Z0469_Z0470_Z0471_Z0475_Z1399_Z1402,174,"['Z0472', 'Z0469', 'Z0470', 'Z0471', 'Z0475', 'Z1399', 'Z1402']","['Residential', 'Residential', 'Residential', 'Residential', 'Commercial', 'Residential', 'Residential']",1537.0013442948,252,"[0.13095238095238096, 0.14682539682539683, 0.07539682539682539, 0.11507936507936507, 0.24603174603174602, 0.14285714285714285, 0.14285714285714285]",72,"[0.19444444444444445, 0.18055555555555555, 0.09722222222222222, 0.125, 0.013888888888888888, 0.20833333333333334, 0.18055555555555555]",7,199,414.989,77000
Z0472_Z0469_Z0470_Z0471_Z0475_Z1399_Z1539,174,"['Z0472', 'Z0469', 'Z0470', 'Z0471', 'Z0475', 'Z1399', 'Z1539']","['Residential', 'Residential', 'Residential', 'Residential', 'Commercial', 'Residential', 'Residential']",1387.1225278665,227,"[0.14537444933920704, 0.16299559471365638, 0.08370044052863436, 0.1277533039647577, 0.27312775330396477, 0.15859030837004406, 0.048458149779735685]",75,"[0.18666666666666668, 0.17333333333333334, 0.09333333333333334, 0.12, 0.013333333333333334, 0.2, 0.21333333333333335]",7,205,386.31699999999995,69500
Z0472_Z0469_Z0470_Z0471_Z0475_Z1402_Z1539,174,"['Z0472', 'Z0469', 'Z0470', 'Z0471', 'Z0475', 'Z1402', 'Z1539']","['Residential', 'Residential', 'Residential', 'Residential', 'Commercial', 'Residential', 'Residential']",1390.8544000983,227,"[0.14537444933920704, 0.16299559471365638, 0.08370044052863436, 0.1277533039647577, 0.27312775330396477, 0.15859030837004406, 0.048458149779735685]",73,"[0.1917808219178082, 0.1780821917808219, 0.0958904109589041, 0.1232876712328767, 0.0136986301369863, 0.1780821917808219, 0.2191780821917808]",7,200,375.902,69500
Z0472_Z0469_Z0470_Z0475_Z1399_Z1402_Z1539,174,"['Z0472', 'Z0469', 'Z0470', 'Z0475', 'Z1399', 'Z1402', 'Z1539']","['Residential', 'Residential', 'Residential', 'Commercial', 'Residential', 'Residential', 'Residential']",1432.4353413101999,234,"[0.14102564102564102, 0.1581196581196581, 0.0811965811965812, 0.26495726495726496, 0.15384615384615385, 0.15384615384615385, 0.04700854700854701]",79,"[0.17721518987341772, 0.16455696202531644, 0.08860759493670886, 0.012658227848101266, 0.189873417721519, 0.16455696202531644, 0.20253164556962025]",7,215,407.38700000000006,71600
Z0472_Z0469_Z0471_Z0475_Z1399_Z1402_Z1539,174,"['Z0472', 'Z0469', 'Z0471', 'Z0475', 'Z1399', 'Z1402', 'Z1539']","['Residential', 'Residential', 'Residential', 'Commercial', 'Residential', 'Residential', 'Residential']",1489.9541294870999,244,"[0.13524590163934427, 0.15163934426229508, 0.11885245901639344, 0.2540983606557377, 0.14754098360655737, 0.14754098360655737, 0.045081967213114756]",81,"[0.1728395061728395, 0.16049382716049382, 0.1111111111111111, 0.012345679012345678, 0.18518518518518517, 0.16049382716049382, 0.19753086419753085]",7,218,413.222,74600
Z0472_Z0470_Z0471_Z0475_Z1399_Z1402_Z1539,174,"['Z0472', 'Z0470', 'Z0471', 'Z0475', 'Z1399', 'Z1402', 'Z1539']","['Residential', 'Residential', 'Residential', 'Commercial', 'Residential', 'Residential', 'Residential']",1383.416973093,226,"[0.14601769911504425, 0.084070796460177, 0.12831858407079647, 0.2743362831858407, 0.1592920353982301, 0.1592920353982301, 0.048672566371681415]",75,"[0.18666666666666668, 0.09333333333333334, 0.12, 0.013333333333333334, 0.2, 0.17333333333333334, 0.21333333333333335]",7,205,385.347,69200
Z0472_Z0469_Z0470_Z0471_Z0475_Z1399,174,"['Z0472', 'Z0469', 'Z0470', 'Z0471', 'Z0475', 'Z1399']","['Residential', 'Residential', 'Residential', 'Residential', 'Commercial', 'Residential']",1315.5944741192,216,"[0.1527777777777778, 0.1712962962962963, 0.08796296296296297, 0.13425925925925927, 0.28703703703703703, 0.16666666666666666]",59,"[0.23728813559322035, 0.22033898305084745, 0.11864406779661017, 0.15254237288135594, 0.01694915254237288, 0.2542372881355932]",6,171,357.03999999999996,66200
Z0472_Z0469_Z0470_Z0471_Z0475_Z1402,174,"['Z0472', 'Z0469', 'Z0470', 'Z0471', 'Z0475', 'Z1402']","['Residential', 'Residential', 'Residential', 'Residential', 'Commercial', 'Residential']",1319.326346351,216,"[0.1527777777777778, 0.1712962962962963, 0.08796296296296297, 0.13425925925925927, 0.28703703703703703, 0.16666666666666666]",57,"[0.24561403508771928, 0.22807017543859648, 0.12280701754385964, 0.15789473684210525, 0.017543859649122806, 0.22807017543859648]",6,166,346.625,66200
Z0472_Z0469_Z0470_Z0471_Z0475_Z1539,174,"['Z0472', 'Z0469', 'Z0470', 'Z0471', 'Z0475', 'Z1539']","['Residential', 'Residential', 'Residential', 'Residential', 'Commercial', 'Residential']",1169.4475299227,191,"[0.17277486910994763, 0.193717277486911, 0.09947643979057591, 0.1518324607329843, 0.32460732984293195, 0.05759162303664921]",60,"[0.23333333333333334, 0.21666666666666667, 0.11666666666666667, 0.15, 0.016666666666666666, 0.26666666666666666]",6,172,317.953,58700
Z0472_Z0469_Z0470_Z0475_Z1399_Z1402,174,"['Z0472', 'Z0469', 'Z0470', 'Z0475', 'Z1399', 'Z1402']","['Residential', 'Residential', 'Residential', 'Commercial', 'Residential', 'Residential']",1360.9072875629,223,"[0.14798206278026907, 0.16591928251121077, 0.08520179372197309, 0.27802690582959644, 0.16143497757847533, 0.16143497757847533]",63,"[0.2222222222222222, 0.20634920634920634, 0.1111111111111111, 0.015873015873015872, 0.23809523809523808, 0.20634920634920634]",6,181,378.11000000000007,68300
Z0472_Z0469_Z0470_Z0475_Z1399_Z1539,174,"['Z0472', 'Z0469', 'Z0470', 'Z0475', 'Z1399', 'Z1539']","['Residential', 'Residential', 'Residential', 'Commercial', 'Residential', 'Residential']",1211.0284711345998,198,"[0.16666666666666666, 0.18686868686868688, 0.09595959595959595, 0.31313131313131315, 0.18181818181818182, 0.05555555555555555]",66,"[0.21212121212121213, 0.19696969696969696, 0.10606060606060606, 0.015151515151515152, 0.22727272727272727, 0.24242424242424243]",6,187,349.43800000000005,60800
Z0472_Z0469_Z0470_Z0475_Z1402_Z1539,174,"['Z0472', 'Z0469', 'Z0470', 'Z0475', 'Z1402', 'Z1539']","['Residential', 'Residential', 'Residential', 'Commercial', 'Residential', 'Residential']",1214.7603433663999,198,"[0.16666666666666666, 0.18686868686868688, 0.09595959595959595, 0.31313131313131315, 0.18181818181818182, 0.05555555555555555]",64,"[0.21875, 0.203125, 0.109375, 0.015625, 0.203125, 0.25]",6,182,339.023,60800
Z0472_Z0469_Z0471_Z0475_Z1399_Z1402,174,"['Z0472', 'Z0469', 'Z0471', 'Z0475', 'Z1399', 'Z1402']","['Residential', 'Residential', 'Residential', 'Commercial', 'Residential', 'Residential']",1418.4260757398,233,"[0.14163090128755365, 0.15879828326180256, 0.12446351931330472, 0.26609442060085836, 0.15450643776824036, 0.15450643776824036]",65,"[0.2153846153846154, 0.2, 0.13846153846153847, 0.015384615384615385, 0.23076923076923078, 0.2]",6,184,383.945,71300
Z0472_Z0469_Z0471_Z0475_Z1399_Z1539,174,"['Z0472', 'Z0469', 'Z0471', 'Z0475', 'Z1399', 'Z1539']","['Residential', 'Residential', 'Residential', 'Commercial', 'Residential', 'Residential']",1268.5472593114998,208,"[0.15865384615384615, 0.1778846153846154, 0.13942307692307693, 0.2980769230769231, 0.17307692307692307, 0.052884615384615384]",68,"[0.20588235294117646, 0.19117647058823528, 0.1323529411764706, 0.014705882352941176, 0.22058823529411764, 0.23529411764705882]",6,190,355.27299999999997,63800
Z0472_Z0469_Z0471_Z0475_Z1402_Z1539,174,"['Z0472', 'Z0469', 'Z0471', 'Z0475', 'Z1402', 'Z1539']","['Residential', 'Residential', 'Residential', 'Commercial', 'Residential', 'Residential']",1272.2791315432999,208,"[0.15865384615384615, 0.1778846153846154, 0.13942307692307693, 0.2980769230769231, 0.17307692307692307, 0.052884615384615384]",66,"[0.21212121212121213, 0.19696969696969696, 0.13636363636363635, 0.015151515151515152, 0.19696969696969696, 0.24242424242424243]",6,185,344.858,63800
Z0472_Z0469_Z0475_Z1399_Z1402_Z1539,174,"['Z0472', 'Z0469', 'Z0475', 'Z1399', 'Z1402', 'Z1539']","['Residential', 'Residential', 'Commercial', 'Residential', 'Residential', 'Residential']",1313.8600727552,215,"[0.15348837209302327, 0.17209302325581396, 0.28837209302325584, 0.16744186046511628, 0.16744186046511628, 0.05116279069767442]",72,"[0.19444444444444445, 0.18055555555555555, 0.013888888888888888, 0.20833333333333334, 0.18055555555555555, 0.2222222222222222]",6,200,376.34299999999996,65900
Z0472_Z0470_Z0471_Z0475_Z1399_Z1402,174,"['Z0472', 'Z0470', 'Z0471', 'Z0475', 'Z1399', 'Z1402']","['Residential', 'Residential', 'Residential', 'Commercial', 'Residential', 'Residential']",1311.8889193457,215,"[0.15348837209302327, 0.08837209302325581, 0.13488372093023257, 0.28837209302325584, 0.16744186046511628, 0.16744186046511628]",59,"[0.23728813559322035, 0.11864406779661017, 0.15254237288135594, 0.01694915254237288, 0.2542372881355932, 0.22033898305084745]",6,171,356.07,65900
Z0472_Z0470_Z0471_Z0475_Z1399_Z1539,174,"['Z0472', 'Z0470', 'Z0471', 'Z0475', 'Z1399', 'Z1539']","['Residential', 'Residential', 'Residential', 'Commercial', 'Residential', 'Residential']",1162.0101029174,190,"[0.1736842105263158, 0.1, 0.15263157894736842, 0.3263157894736842, 0.18947368421052632, 0.05789473684210526]",62,"[0.22580645161290322, 0.11290322580645161, 0.14516129032258066, 0.016129032258064516, 0.24193548387096775, 0.25806451612903225]",6,177,327.39799999999997,58400
Z0472_Z0470_Z0471_Z0475_Z1402_Z1539,174,"['Z0472', 'Z0470', 'Z0471', 'Z0475', 'Z1402', 'Z1539']","['Residential', 'Residential', 'Residential', 'Commercial', 'Residential', 'Residential']",1165.7419751492,190,"[0.1736842105263158, 0.1, 0.15263157894736842, 0.3263157894736842, 0.18947368421052632, 0.05789473684210526]",60,"[0.23333333333333334, 0.11666666666666667, 0.15, 0.016666666666666666, 0.21666666666666667, 0.26666666666666666]",6,172,316.983,58400
Z0472_Z0470_Z0471_Z1399_Z1402_Z1539,174,"['Z0472', 'Z0470', 'Z0471', 'Z1399', 'Z1402', 'Z1539']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1006.8842354241,164,"[0.20121951219512196, 0.11585365853658537, 0.17682926829268292, 0.21951219512195122, 0.21951219512195122, 0.06707317073170732]",74,"[0.1891891891891892, 0.0945945945945946, 0.12162162162162163, 0.20270270270270271, 0.17567567567567569, 0.21621621621621623]",6,158,286.832,50600
Z0472_Z0470_Z0475_Z1399_Z1402_Z1539,174,"['Z0472', 'Z0470', 'Z0475', 'Z1399', 'Z1402', 'Z1539']","['Residential', 'Residential', 'Commercial', 'Residential', 'Residential', 'Residential']",1207.3229163611,197,"[0.16751269035532995, 0.09644670050761421, 0.3147208121827411, 0.18274111675126903, 0.18274111675126903, 0.05583756345177665]",66,"[0.21212121212121213, 0.10606060606060606, 0.015151515151515152, 0.22727272727272727, 0.19696969696969696, 0.24242424242424243]",6,187,348.46799999999996,60500
Z0472_Z0471_Z0475_Z1399_Z1402_Z1539,174,"['Z0472', 'Z0471', 'Z0475', 'Z1399', 'Z1402', 'Z1539']","['Residential', 'Residential', 'Commercial', 'Residential', 'Residential', 'Residential']",1264.841704538,207,"[0.15942028985507245, 0.14009661835748793, 0.2995169082125604, 0.17391304347826086, 0.17391304347826086, 0.05314009661835749]",68,"[0.20588235294117646, 0.1323529411764706, 0.014705882352941176, 0.22058823529411764, 0.19117647058823528, 0.23529411764705882]",6,190,354.303,63500
Z0472_Z0469_Z0470_Z0471_Z0475,174,"['Z0472', 'Z0469', 'Z0470', 'Z0471', 'Z0475']","['Residential', 'Residential', 'Residential', 'Residential', 'Commercial']",1097.9194761754,180,"[0.18333333333333332, 0.20555555555555555, 0.10555555555555556, 0.16111111111111112, 0.34444444444444444]",44,"[0.3181818181818182, 0.29545454545454547, 0.1590909090909091, 0.20454545454545456, 0.022727272727272728]",5,138,288.676,55400
Z0472_Z0469_Z0470_Z0475_Z1399,174,"['Z0472', 'Z0469', 'Z0470', 'Z0475', 'Z1399']","['Residential', 'Residential', 'Residential', 'Commercial', 'Residential']",1139.5004173872999,187,"[0.17647058823529413, 0.19786096256684493, 0.10160427807486631, 0.3315508021390374, 0.1925133689839572]",50,"[0.28, 0.26, 0.14, 0.02, 0.3]",5,153,320.16100000000006,57500
Z0472_Z0469_Z0470_Z0475_Z1402,174,"['Z0472', 'Z0469', 'Z0470', 'Z0475', 'Z1402']","['Residential', 'Residential', 'Residential', 'Commercial', 'Residential']",1143.2322896191,187,"[0.17647058823529413, 0.19786096256684493, 0.10160427807486631, 0.3315508021390374, 0.1925133689839572]",48,"[0.2916666666666667, 0.2708333333333333, 0.14583333333333334, 0.020833333333333332, 0.2708333333333333]",5,148,309.74600000000004,57500
Z0472_Z0469_Z0470_Z0475_Z1539,174,"['Z0472', 'Z0469', 'Z0470', 'Z0475', 'Z1539']","['Residential', 'Residential', 'Residential', 'Commercial', 'Residential']",993.3534731907998,162,"[0.2037037037037037, 0.22839506172839505, 0.11728395061728394, 0.38271604938271603, 0.06790123456790123]",51,"[0.27450980392156865, 0.2549019607843137, 0.13725490196078433, 0.0196078431372549, 0.3137254901960784]",5,154,281.074,50000
Z0472_Z0469_Z0471_Z0475_Z1399,174,"['Z0472', 'Z0469', 'Z0471', 'Z0475', 'Z1399']","['Residential', 'Residential', 'Residential', 'Commercial', 'Residential']",1197.0192055641999,197,"[0.16751269035532995, 0.18781725888324874, 0.14720812182741116, 0.3147208121827411, 0.18274111675126903]",52,"[0.2692307692307692, 0.25, 0.17307692307692307, 0.019230769230769232, 0.28846153846153844]",5,156,325.996,60500
Z0472_Z0469_Z0471_Z0475_Z1402,174,"['Z0472', 'Z0469', 'Z0471', 'Z0475', 'Z1402']","['Residential', 'Residential', 'Residential', 'Commercial', 'Residential']",1200.751077796,197,"[0.16751269035532995, 0.18781725888324874, 0.14720812182741116, 0.3147208121827411, 0.18274111675126903]",50,"[0.28, 0.26, 0.18, 0.02, 0.26]",5,151,315.581,60500
Z0472_Z0469_Z0471_Z0475_Z1539,174,"['Z0472', 'Z0469', 'Z0471', 'Z0475', 'Z1539']","['Residential', 'Residential', 'Residential', 'Commercial', 'Residential']",1050.8722613676998,172,"[0.19186046511627908, 0.21511627906976744, 0.1686046511627907, 0.36046511627906974, 0.06395348837209303]",53,"[0.2641509433962264, 0.24528301886792453, 0.16981132075471697, 0.018867924528301886, 0.3018867924528302]",5,157,286.909,53000
Z0472_Z0469_Z0475_Z1399_Z1402,174,"['Z0472', 'Z0469', 'Z0475', 'Z1399', 'Z1402']","['Residential', 'Residential', 'Commercial', 'Residential', 'Residential']",1242.3320190079,204,"[0.16176470588235295, 0.18137254901960784, 0.30392156862745096, 0.17647058823529413, 0.17647058823529413]",56,"[0.25, 0.23214285714285715, 0.017857142857142856, 0.26785714285714285, 0.23214285714285715]",5,166,347.066,62600
Z0472_Z0469_Z0475_Z1399_Z1539,174,"['Z0472', 'Z0469', 'Z0475', 'Z1399', 'Z1539']","['Residential', 'Residential', 'Commercial', 'Residential', 'Residential']",1092.4532025796,179,"[0.18435754189944134, 0.20670391061452514, 0.3463687150837989, 0.2011173184357542, 0.061452513966480445]",59,"[0.23728813559322035, 0.22033898305084745, 0.01694915254237288, 0.2542372881355932, 0.2711864406779661]",5,172,318.39399999999995,55100
Z0472_Z0469_Z0475_Z1402_Z1539,174,"['Z0472', 'Z0469', 'Z0475', 'Z1402', 'Z1539']","['Residential', 'Residential', 'Commercial', 'Residential', 'Residential']",1096.1850748114,179,"[0.18435754189944134, 0.20670391061452514, 0.3463687150837989, 0.2011173184357542, 0.061452513966480445]",57,"[0.24561403508771928, 0.22807017543859648, 0.017543859649122806, 0.22807017543859648, 0.2807017543859649]",5,167,307.979,55100
Z0472_Z0470_Z0471_Z0475_Z1399,174,"['Z0472', 'Z0470', 'Z0471', 'Z0475', 'Z1399']","['Residential', 'Residential', 'Residential', 'Commercial', 'Residential']",1090.4820491701,179,"[0.18435754189944134, 0.10614525139664804, 0.16201117318435754, 0.3463687150837989, 0.2011173184357542]",46,"[0.30434782608695654, 0.15217391304347827, 0.1956521739130435, 0.021739130434782608, 0.32608695652173914]",5,143,298.121,55100
Z0472_Z0470_Z0471_Z0475_Z1402,174,"['Z0472', 'Z0470', 'Z0471', 'Z0475', 'Z1402']","['Residential', 'Residential', 'Residential', 'Commercial', 'Residential']",1094.2139214019,179,"[0.18435754189944134, 0.10614525139664804, 0.16201117318435754, 0.3463687150837989, 0.2011173184357542]",44,"[0.3181818181818182, 0.1590909090909091, 0.20454545454545456, 0.022727272727272728, 0.29545454545454547]",5,138,287.706,55100
Z0472_Z0470_Z0471_Z0475_Z1539,174,"['Z0472', 'Z0470', 'Z0471', 'Z0475', 'Z1539']","['Residential', 'Residential', 'Residential', 'Commercial', 'Residential']",944.3351049736,154,"[0.21428571428571427, 0.12337662337662338, 0.18831168831168832, 0.4025974025974026, 0.07142857142857142]",47,"[0.2978723404255319, 0.14893617021276595, 0.19148936170212766, 0.02127659574468085, 0.3404255319148936]",5,144,259.034,47600
Z0472_Z0470_Z0471_Z1399_Z1402,174,"['Z0472', 'Z0470', 'Z0471', 'Z1399', 'Z1402']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",935.3561816768,153,"[0.21568627450980393, 0.12418300653594772, 0.1895424836601307, 0.23529411764705882, 0.23529411764705882]",58,"[0.2413793103448276, 0.1206896551724138, 0.15517241379310345, 0.25862068965517243, 0.22413793103448276]",5,124,257.555,47300
